"","DepMap_ID","stripped_cell_line_name","CCLE_Name","Alias","COSMICID","sex","source","Achilles_n_replicates","cell_line_NNMD","culture_type","culture_medium","cas9_activity","RRID","sample_collection_site","primary_or_metastasis","primary_disease","Subtype","age","Sanger_Model_ID","WTSI_Master_Cell_ID","depmap_public_comments","lineage","lineage_subtype","lineage_sub_subtype","lineage_molecular_subtype","copy_number","abs_CN","mRNA_expression","protein_expression","CERES","p_dep"
"1636","ACH-002359","LB996EBV","LB996EBV_MATCHED_NORMAL_TISSUE","",NA,"Unknown","Sanger",NA,NA,"","","","CVCL_E912","matched_normal_tissue","","Unknown","Unknown",NA,"",NA,"","unknown","","","",0.997543597187284,NA,NA,NA,NA,NA
"1637","ACH-002360","MZ1B","MZ1B_MATCHED_NORMAL_TISSUE","",NA,"Unknown","Sanger",NA,NA,"","","","CVCL_VU73","matched_normal_tissue","","Unknown","Unknown",NA,"",NA,"","unknown","","","",1.0087278200016,NA,NA,NA,NA,NA
"1638","ACH-002361","MZ7B","MZ7B_MATCHED_NORMAL_TISSUE","",NA,"Unknown","Sanger",NA,NA,"","","","","matched_normal_tissue","","Unknown","Unknown",NA,"",NA,"","unknown","","","",1.00250162708392,NA,NA,NA,NA,NA
"1639","ACH-002362","NCIBL128","NCIBL128_MATCHED_NORMAL_TISSUE","",NA,"Unknown","Sanger",NA,NA,"","","","CVCL_2636","matched_normal_tissue","","Unknown","Unknown",NA,"",NA,"","unknown","","","",0.997844591267987,NA,NA,NA,NA,NA
"1640","ACH-002363","NCIBL1395","NCIBL1395_MATCHED_NORMAL_TISSUE","",NA,"Unknown","Sanger",NA,NA,"","","","CVCL_2638","haematopoietic_and_lymphoid_tissue","","Unknown","Unknown",NA,"SIDM00643",NA,"","unknown","","","",0.781588931687136,NA,NA,NA,NA,NA
"1641","ACH-002364","NCIBL1437","NCIBL1437_MATCHED_NORMAL_TISSUE","",NA,"Unknown","Sanger",NA,NA,"","","","CVCL_2639","matched_normal_tissue","","Unknown","Unknown",NA,"",NA,"","unknown","","","",1.00041904204647,NA,NA,NA,NA,NA
"1642","ACH-002365","NCIBL1770","NCIBL1770_MATCHED_NORMAL_TISSUE","",NA,"Unknown","Sanger",NA,NA,"","","","CVCL_2644","matched_normal_tissue","","Unknown","Unknown",NA,"SIDM00752",NA,"","unknown","","","",1.00571759721654,NA,NA,NA,NA,NA
"1643","ACH-002366","NCIBL2009","NCIBL2009_MATCHED_NORMAL_TISSUE","",NA,"Unknown","Sanger",NA,NA,"","","","CVCL_2645","matched_normal_tissue","","Unknown","Unknown",NA,"SIDM00736",NA,"","unknown","","","",1.00532812069528,NA,NA,NA,NA,NA
"1644","ACH-002367","NCIBL2052","NCIBL2052_MATCHED_NORMAL_TISSUE","",NA,"Unknown","Sanger",NA,NA,"","","","CVCL_VU72","matched_normal_tissue","","Unknown","Unknown",NA,"SIDM00712",NA,"","unknown","","","",0.995067949518276,NA,NA,NA,NA,NA
"1645","ACH-002368","NCIBL2087","NCIBL2087_MATCHED_NORMAL_TISSUE","",NA,"Unknown","Sanger",NA,NA,"","","","CVCL_2648","matched_normal_tissue","","Unknown","Unknown",NA,"SIDM00707",NA,"","unknown","","","",0.99821912054584,NA,NA,NA,NA,NA
"1646","ACH-002369","NCIBL209","NCIBL209_MATCHED_NORMAL_TISSUE","",NA,"Unknown","Sanger",NA,NA,"","","","CVCL_2649","matched_normal_tissue","","Unknown","Unknown",NA,"SIDM00705",NA,"","unknown","","","",1.01523135703859,NA,NA,NA,NA,NA
"1647","ACH-002370","NCIBL2122","NCIBL2122_MATCHED_NORMAL_TISSUE","",NA,"Unknown","Sanger",NA,NA,"","","","CVCL_2651","matched_normal_tissue","","Unknown","Unknown",NA,"SIDM00701",NA,"","unknown","","","",0.996458384632777,NA,NA,NA,NA,NA
"1648","ACH-002371","NCIBL2126","NCIBL2126_MATCHED_NORMAL_TISSUE","",NA,"Unknown","Sanger",NA,NA,"","","","CVCL_2652","pleural_effusion","","Unknown","Unknown",NA,"SIDM00790",NA,"","unknown","","","",0.999187245259747,NA,NA,NA,NA,NA
"1649","ACH-002372","NCIBL2171","NCIBL2171_MATCHED_NORMAL_TISSUE","",NA,"Unknown","Sanger",NA,NA,"","","","CVCL_2654","matched_normal_tissue","","Unknown","Unknown",NA,"SIDM00717",NA,"","unknown","","","",0.997953962423134,NA,NA,NA,NA,NA
"1650","ACH-002373","HCC1187BL","HCC1187_MATCHED_NORMAL_TISSUE","",NA,"Unknown","Sanger",NA,NA,"","","","CVCL_1248","matched_normal_tissue","","Unknown","Unknown",NA,"SIDM00869",NA,"","unknown","","","",0.998531238265097,NA,NA,NA,NA,NA
"1651","ACH-002374","HCC1599BL","HCC1599_MATCHED_NORMAL_TISSUE","",NA,"Unknown","Sanger",NA,NA,"","","","CVCL_1257","matched_normal_tissue","","Unknown","Unknown",NA,"SIDM00876",NA,"","unknown","","","",1.00195929152332,NA,NA,NA,NA,NA
"1652","ACH-002375","HCC1937BL","HCC1937_MATCHED_NORMAL_TISSUE","",NA,"Unknown","Sanger",NA,NA,"","","","CVCL_3281","matched_normal_tissue","","Unknown","Unknown",NA,"SIDM00873",NA,"","unknown","","","",1.00418783041723,NA,NA,NA,NA,NA
"1653","ACH-002376","LS1034PBL","LS1034_MATCHED_NORMAL_TISSUE","",NA,"Unknown","Sanger",NA,NA,"","","","CVCL_VV29","matched_normal_tissue","","Unknown","Unknown",NA,"",NA,"","unknown","","","",0.999795988497265,NA,NA,NA,NA,NA
"1654","ACH-002377","HCC38BL","HCC38_MATCHED_NORMAL_TISSUE","",NA,"Unknown","Sanger",NA,NA,"","","","CVCL_1268","matched_normal_tissue","","Unknown","Unknown",NA,"SIDM00674",NA,"","unknown","","","",1.00071395735537,NA,NA,NA,NA,NA
"1655","ACH-002378","HCC1143BL","HCC1143_MATCHED_NORMAL_TISSUE","",NA,"Unknown","Sanger",NA,NA,"","","","CVCL_1246","matched_normal_tissue","","Unknown","Unknown",NA,"SIDM00868",NA,"","unknown","","","",1.00043851264189,NA,NA,NA,NA,NA
"1656","ACH-002379","J82EBV","J82_MATCHED_NORMAL_TISSUE","",NA,"Unknown","Sanger",NA,NA,"","","","CVCL_5H97","matched_normal_tissue","","Unknown","Unknown",NA,"",NA,"","unknown","","","",0.995089881029877,NA,NA,NA,NA,NA
"1657","ACH-002380","COLO829BL","COLO829_MATCHED_NORMAL_TISSUE","",NA,"Unknown","Sanger",NA,NA,"","","","CVCL_1999","matched_normal_tissue","","Unknown","Unknown",NA,"SIDM00908",NA,"","unknown","","","",0.999668069824111,NA,NA,NA,NA,NA
"1658","ACH-002381","HCC2157BL","HCC2157_MATCHED_NORMAL_TISSUE","",NA,"Unknown","Sanger",NA,NA,"","","","CVCL_1262","matched_normal_tissue","","Unknown","Unknown",NA,"SIDM00773",NA,"","unknown","","","",0.999534078544229,NA,NA,NA,NA,NA
"1659","ACH-002382","HCC1395BL","HCC1395_MATCHED_NORMAL_TISSUE","",NA,"Unknown","Sanger",NA,NA,"","","","CVCL_1250","matched_normal_tissue","","Unknown","Unknown",NA,"SIDM00883",NA,"","unknown","","","",1.00382384064352,NA,NA,NA,NA,NA
"1660","ACH-002383","HCC2218BL","HCC2218_MATCHED_NORMAL_TISSUE","",NA,"Unknown","Sanger",NA,NA,"","","","CVCL_1264","matched_normal_tissue","","Unknown","Unknown",NA,"SIDM00696",NA,"","unknown","","","",1.00531518424656,NA,NA,NA,NA,NA
"1661","ACH-002384","HCC1954BL","HCC1954_MATCHED_NORMAL_TISSUE","",NA,"Unknown","Sanger",NA,NA,"","","","CVCL_1260","matched_normal_tissue","","Unknown","Unknown",NA,"SIDM00871",NA,"","unknown","","","",1.00017383427912,NA,NA,NA,NA,NA
"1662","ACH-002386","M00921","M00921_SKIN","",NA,"Unknown","Sanger",NA,NA,"","","","CVCL_S808","skin","Metastasis","Skin Cancer","Melanoma",NA,"SIDM00178",NA,"","skin","melanoma","","",0.877688582437805,NA,NA,NA,NA,NA
"1663","ACH-002387","M1203273","M1203273_SKIN","",NA,"Unknown","Sanger",NA,NA,"","","","CVCL_VS56","skin","","Skin Cancer","Melanoma",NA,"SIDM00013",NA,"","skin","melanoma","","",0.717375795782774,NA,NA,NA,NA,NA
"1664","ACH-002388","MET2B","MET2B_SKIN","",NA,"Unknown","Sanger",NA,NA,"","","","CVCL_VS57","skin","","Skin Cancer","Melanoma",NA,"SIDM00221",NA,"","skin","melanoma","","",0.86408493202226,NA,NA,NA,NA,NA
"1665","ACH-002389","ACN","ACN_AUTONOMIC_GANGLIA","",NA,"Unknown","Sanger",NA,NA,"","","","CVCL_1068","bone_marrow","Metastasis","Neuroblastoma","",NA,"SIDM00057",NA,"","peripheral_nervous_system","neuroblastoma","","",1.1066578660013,NA,NA,NA,NA,NA
"1666","ACH-002397","KMHDASH2","KMH2_THYROID","",2054094,"Male","",NA,NA,"","","","CVCL_S641","pleural_effusion","","Thyroid Cancer","Carcinoma",71,"SIDM00619",NA,"","thyroid","thyroid_carcinoma","","",0.608759859088604,NA,NA,NA,NA,NA
"1667","ACH-002458","HT144SKINFV1","HT144_SKIN_FV1_RESISTANT","HT144_Dab",NA,"Male","Academic lab",2,-3.34369434161354,"Adherent","RPMI 1640 + 10% FBS + PenStrepGlut","74.2","","skin","","Skin Cancer","Melanoma",29,"",NA,"Drug resistance: Dabrafenib","skin","melanoma","","",0.837390997647857,NA,NA,NA,NA,NA
"1668","ACH-002459","HT144SKINFV3","HT144_SKIN_FV3_RESISTANT","HT144_Dab_Tram",NA,"Male","Academic lab",2,-3.13338783019411,"Adherent","RPMI 1640 + 10% FBS + PenStrepGlut","85.8","","skin","","Skin Cancer","Melanoma",29,"",NA,"Drug resistance: Dabrafenib and Trametinib","skin","melanoma","","",0.840311997260549,NA,NA,NA,NA,NA
"1669","ACH-002460","HT144SKINFV2","HT144_SKIN_FV2_RESISTANT","HTT144_Dab_Rox",NA,"Male","Academic lab",1,-3.68580070737694,"Adherent","RPMI 1640 + 10% FBS + PenStrepGlut","86.4","","skin","","Skin Cancer","Melanoma",29,"",NA,"Drug resistance: Dabrafenib and Roxadustat","skin","melanoma","","",0.928032716570252,NA,NA,NA,NA,NA
"1670","ACH-002461","RVH421SKINFV1","RVH421_SKIN_FV1_RESISTANT","RVH421_Dab",NA,"Male","Academic lab",NA,NA,"","","","","central_nervous_system","","Skin Cancer","Melanoma",NA,"",NA,"Drug resistance: Dabrafenib","skin","melanoma","","",1.25395660106761,NA,NA,NA,NA,NA
"1671","ACH-001518","HEC116","HEC116_ENDOMETRIUM","",NA,"Female","JCRB",1,-3.59343368853676,"","","","","endometrium","Primary","Endometrial/Uterine Cancer","Endometrial Adenocarcinoma",NA,"",NA,"","uterus","endometrial_adenocarcinoma","","",1.01393515730617,NA,NA,NA,NA,NA
"1672","ACH-001616","OCILY18","OCILY18_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","",NA,"Male","DSMZ",2,-5.38103968591754,"Suspension","RPMI 1640 + 10% FBS","85","","pleural_effusion","Primary","Lymphoma","Diffuse Large B-cell Lymphoma (DLBCL)",56,"",NA,"","lymphocyte","non_hodgkin_lymphoma","DLBCL","",1.04632775249592,NA,NA,NA,NA,NA
"1673","ACH-001623","ONDA8","ONDA8_CENTRAL_NERVOUS_SYSTEM","",NA,"Female","JCRB",2,-3.62542478276417,"Adherent","DMEM + 10% FBS","83.7","","central_nervous_system","Primary","Brain Cancer","Glioblastoma",31,"",NA,"","central_nervous_system","glioma","glioblastoma","",0.930731159566013,NA,2.34198574722862,NA,0.102916846377466,0.00251175956216717
"1674","ACH-001687","UMRC3","UMRC3_KIDNEY","",NA,"Unknown","Sigma-Aldrich",2,-3.65410489563015,"","","","","kidney","Primary","Kidney Cancer","Carcinoma",NA,"",NA,"","kidney","","","",0.904975952749942,NA,NA,NA,NA,NA
"1675","ACH-001698","UPCISCC116","UPCISCC116_UPPER_AERODIGESTIVE_TRACT","",NA,"Male","DSMZ",2,-4.31964013561862,"Adherent","MEM (with Earle's salts) + 10-20% FBS + 2 mM L-glutamine + non-essential amino acids","84.7","","upper_aerodigestive_tract","Primary","Head and Neck Cancer","Squamous Cell Carcinoma",47,"",NA,"","upper_aerodigestive","upper_aerodigestive_squamous","","",0.770452503798622,NA,NA,NA,NA,NA
"1676","ACH-001719","OCIC4P","OCIC4P_OVARY","",NA,"Female","Academic lab",2,-4.61473107983216,"","","","","ovary","Primary","Ovarian Cancer","Adenocarcinoma, clear cell",NA,"",NA,"","ovary","ovary_adenocarcinoma","clear_cell","",0.749572669690985,NA,NA,NA,NA,NA
"1677","ACH-001991","NZOV9","NZOV9_OVARY","NZOV 9, NZOV-9",NA,"Female","CellBank Australia",NA,NA,"","","","","ovary","Primary","Ovarian Cancer","Adenocarcinoma, endometrioid",47,"",NA,"","ovary","ovary_adenocarcinoma","endometrioid","",0.982515254404482,NA,NA,NA,NA,NA
"1678","ACH-002019","HOKUG","HOKUG_CERVIX","",NA,"Female","RIKEN",2,-4.43304647868746,"","","","","cervix","Primary","Cervical Cancer","Glassy Cell Carcinoma",53,"",NA,"","cervix","glassy_cell_carcinoma","","",0.59487686275859,NA,NA,NA,NA,NA
"1679","ACH-002022","PMFKO14","PMFKO14_LARGE_INTESTINE","",NA,"Female","RIKEN",NA,NA,"","","","","large_intestine","Primary","Colon/Colorectal Cancer","Adenocarcinoma",51,"",NA,"","colorectal","colorectal_adenocarcinoma","","",1.24332062400383,NA,NA,NA,NA,NA
"1680","ACH-002023","TGBC18TKB","TGBC18TKB_LARGE_INTESTINE","",NA,"Female","RIKEN",NA,NA,"","","","","large_intestine","Primary","Colon/Colorectal Cancer","Adenocarcinoma, papillotubular",79,"",NA,"","colorectal","colorectal_adenocarcinoma","papillotubular","",0.789685882033702,NA,NA,NA,NA,NA
"1681","ACH-002027","HOUAI","HOUAI_ENDOMETRIUM","",NA,"Female","RIKEN",1,-3.54771643255297,"Adherent","HamF12+15%FBS","73","","endometrium","Primary","Endometrial/Uterine Cancer","Endometrial Adenocarcinoma",55,"",NA,"","uterus","endometrial_adenocarcinoma","","",1.06192238473412,NA,NA,NA,NA,NA
"1682","ACH-002042","T3M5","T3M5_THYROID","",NA,"Female","RIKEN",2,-3.75617036011864,"Adherent","HamF10+10%FBS","77","","thyroid","Primary","Thyroid Cancer","Squamous Cell Carcinoma",71,"",NA,"","thyroid","thyroid_squamous","","",1.34028448558063,NA,NA,NA,NA,NA
"1683","ACH-002069","HSOS1","HSOS1_BONE","",NA,"Female","RIKEN",2,-4.05767937536374,"Adherent","DMEM+10%FBS","58.3","","bone","Primary","Bone Cancer","Osteosarcoma",11,"",NA,"","bone","osteosarcoma","","",1.13871081393909,NA,NA,NA,NA,NA
"1684","ACH-001279","SCCOHT1","SCCOHT1_OVARY","",NA,"Unknown","Academic lab",2,-3.55245700970026,"not found","not found","41","CVCL_VU69","ovary","","Ovarian Cancer","Small Cell Carcinoma of the Ovary Hypercalcemic Type (SCCOHT)",NA,"",NA,"","ovary","SCCOHT","","",1.00555314647407,NA,0.815575428862573,NA,-0.0879388907455643,0.0213119989287485
"1685","ACH-001802","LPS853","LPS853_SOFT_TISSUE","",NA,"Unknown","Academic lab",2,-3.97421532417215,"Adherent","IMDM + 15% FBS + 1% L-Glutamine + 1% Pen-Strep-Ampho","95.9","","soft_tissue","","Liposarcoma","DDLPS",NA,"",NA,"","soft_tissue","liposarcoma","DDLPS","",0.729894756860606,NA,1.82374936030827,NA,-0.255678052884449,0.128676173362133
"1686","ACH-001862","TGBC52TKB","TGBC52TKB_BILIARY_TRACT","TGBC52TKB",NA,"Male","Academic lab",1,-4.90302436835897,"Adherent","RPMI + 10% FBS","69","","lymph_node","","Bile Duct Cancer","Cholangiocarcinoma, extrahepatic",NA,"",NA,"","bile_duct","cholangiocarcinoma","extrahepatic","",0.837334627347462,NA,4.97085365434048,NA,0.0186774974984777,0.00581312172385698
"1687","ACH-002015","MEL285","MEL285_UVEA","",NA,"Female","Academic lab",1,-3.48853463753266,"Adherent","RPMI 1640 + 20% FBS (w/3mM L-glutamine)","89.5","CVCL_C303","uvea","Primary","Eye Cancer","Uveal Melanoma",49,"",NA,"","eye","uveal_melanoma","","",0.711448872677834,NA,1.62760683812965,NA,-0.0164304937942606,0.00819777811016619
"1688","ACH-002018","OMM25","OMM25_UVEA","",NA,"Male","Academic lab",2,-5.59952538927548,"Adherent","RPMI 1640 + 20% FBS (w/3mM L-glutamine)","79","","liver","Metastasis","Eye Cancer","Uveal Melanoma",NA,"",NA,"","eye","uveal_melanoma","","",1.23532960390832,NA,2.75274859140713,NA,0.227322075461654,0.000123787664419295
"1689","ACH-002446","CCLFUPGI0005T","CCLFUPGI0005T_STOMACH","",NA,"Unknown","Cancer Cell Line Factory",2,-5.09650721097817,"Adherent","RPMI","51","","pleura","Metastasis","Gastric Cancer","Adenocarcinoma",NA,"",NA,"","gastric","gastric_adenocarcinoma","","",1.13255657369923,NA,1.68706068833989,NA,0.122385763128084,0.00210921857773506
"1690","ACH-001510","H376","H376_UPPER_AERODIGESTIVE_TRACT","",NA,"Female","Sigma-Aldrich",2,-4.23598338524261,"Adherent","DMEM:HAMS F12 (1:1 mix) + 10%FBS + 2mM Glutamine + 0.5 ug/ml sodium hydrocortisone succinate","88.2","","upper_aerodigestive_tract","Primary","Head and Neck Cancer","Squamous Cell Carcinoma, oral",40,"",NA,"","upper_aerodigestive","upper_aerodigestive_squamous","oral","",0.717862521613,NA,1.43295940727611,NA,0.150956844379199,0.00024679677009056
"1691","ACH-001511","H413","H413_UPPER_AERODIGESTIVE_TRACT","",NA,"Female","Sigma-Aldrich",2,-4.46296650955805,"Adherent","DMEM:HAMS F12 (1:1 mix) + 10%FBS + 2mM Glutamine + 0.5 ug/ml sodium hydrocortisone succinate","91.4","","upper_aerodigestive_tract","Primary","Head and Neck Cancer","Squamous Cell Carcinoma, buccal mucosa",53,"",NA,"","upper_aerodigestive","upper_aerodigestive_squamous","buccal_mucosa","",1.6990879218578,NA,3.68032435684402,NA,-0.0636407352477016,0.0156850093843119
"1692","ACH-001543","KOSC2CL343","KOSC2CL343_UPPER_AERODIGESTIVE_TRACT","KOSC-2",NA,"Male","JCRB",NA,NA,"","","","","upper_aerodigestive_tract","Primary","Head and Neck Cancer","Squamous Cell Carcinoma, oral",51,"",NA,"","upper_aerodigestive","upper_aerodigestive_squamous","oral","",0.790351688572926,NA,1.51096191927738,NA,NA,NA
"1693","ACH-001619","OCUG1","OCUG1_BILIARY_TRACT","",NA,"Male","JCRB",2,-2.3868108273128,"Adherent","DMEM + 10% FBS + 0.5mM pyruvate, 2mM glutamine","79.1","","ascites","Metastasis","Gallbladder Cancer","Adenocarcinoma",43,"",NA,"","bile_duct","gallbladder_adenocarcinoma","","",0.723988801442793,NA,1.56071495447448,NA,0.0943510540327864,0.00460179883588679
"1694","ACH-001636","RAMOS","RAMOS_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","RA 1",NA,"Male","ATCC",NA,NA,"","","","","ascites","Primary","Lymphoma","B-cell, Non-Hodgkins, Burkitts",3,"SIDM01094",NA,"","lymphocyte","non_hodgkin_lymphoma","b_cell_burkitt","",1.02310002482855,NA,0,NA,NA,NA
"1695","ACH-001795","94T778","94T778_SOFT_TISSUE","",NA,"Female","Academic lab",2,-5.0716546270182,"Adherent","RPMI 1640 + 10% FBS + 1% PenStrep","89","","soft_tissue","","Liposarcoma","WDLPS",NA,"",NA,"","soft_tissue","liposarcoma","WDLPS","",0.967471682016048,NA,2.88166461932035,NA,-0.145701438818526,0.0458956275015436
"1696","ACH-001844","ICC4","ICC4_BILIARY_TRACT","",NA,"Unknown","Academic lab",NA,NA,"","","","","biliary_tract","","Bile Duct Cancer","Cholangiocarcinoma, intrahepatic",NA,"",NA,"","bile_duct","cholangiocarcinoma","intrahepatic","",1.01230856227962,NA,1.76128527336162,NA,NA,NA
"1697","ACH-001846","ICC6","ICC6_BILIARY_TRACT","",NA,"Unknown","Academic lab",0,-0.144415630270233,"","","","","biliary_tract","","Bile Duct Cancer","Cholangiocarcinoma, intrahepatic",NA,"",NA,"","bile_duct","cholangiocarcinoma","intrahepatic","",1.0515296092859,NA,0.238786859587116,NA,NA,NA
"1698","ACH-001858","SSP25","SSP25_BILIARY_TRACT","",NA,"Female","Academic lab",2,-5.7356412777731,"Adherent","RPMI + 10% FBS","94.3","","biliary_tract","","Bile Duct Cancer","Cholangiocarcinoma, intrahepatic",NA,"SIDM00275",NA,"","bile_duct","cholangiocarcinoma","intrahepatic","",0.849754284766555,NA,3.71699089440494,NA,-0.00152938374141253,0.00719325928858267
"1699","ACH-001863","TKKK","TKKK_BILIARY_TRACT","TKKK",NA,"Male","Academic lab",NA,NA,"","","","","biliary_tract","","Bile Duct Cancer","Cholangiocarcinoma, intrahepatic",NA,"",NA,"","bile_duct","cholangiocarcinoma","intrahepatic","",0.751630908456628,NA,1.0071955014042,NA,NA,NA
"1700","ACH-001864","YSCCC","YSCCC_BILIARY_TRACT","YSCCC",NA,"Female","Academic lab",2,-4.47120705681829,"Adherent","RPMI + 10% FBS","84","","ascites","","Bile Duct Cancer","Cholangiocarcinoma, intrahepatic",NA,"",NA,"","bile_duct","cholangiocarcinoma","intrahepatic","",1.04955592297375,NA,1.20789285164133,NA,-0.0874034157673766,0.0254077334947978
"1701","ACH-002011","MP46","MP46_UVEA","",NA,"Male","ATCC",NA,NA,"","","","","uvea","Primary","Eye Cancer","Uveal Melanoma",69,"",NA,"","eye","uveal_melanoma","","",0.557988768686954,NA,2.19534759832222,NA,NA,NA
"1702","ACH-001172","R256","R256_CENTRAL_NERVOUS_SYSTEM","",NA,"Unknown","Academic lab",2,-5.38353328183357,"not found","not found","79","","central_nervous_system","","Brain Cancer","Medulloblastoma",NA,"",NA,"","central_nervous_system","medulloblastoma","","",0.74246463529961,NA,2.09085343045111,NA,-0.0905976183429708,0.0286353977229298
"1703","ACH-001201","SUMB002","SUMB002_CENTRAL_NERVOUS_SYSTEM","SUMB002",NA,"Unknown","Academic lab",NA,NA,"","","","CVCL_VU79","central_nervous_system","","Brain Cancer","Medulloblastoma",NA,"",NA,"","central_nervous_system","medulloblastoma","","",1.02782322520896,NA,1.38956681176273,NA,NA,NA
"1704","ACH-001229","UPCISCC154","UPCISCC154_UPPER_AERODIGESTIVE_TRACT","UPCISCC154, UPCI:SCC154",NA,"Male","DSMZ",2,-3.81824223620477,"Adherent","MEM (with Earle's salts) + 10% FBS + 2 mM L-glutamine + non-essential amino acids","85.3","","upper_aerodigestive_tract","Primary","Head and Neck Cancer","Squamous Cell Carcinoma, oral",54,"",NA,"","upper_aerodigestive","upper_aerodigestive_squamous","oral","",1.03385514150523,NA,NA,NA,NA,NA
"1705","ACH-001370","OCIP5X","OCIP5X_OVARY","",NA,"Female","Academic lab",NA,NA,"","","","","ovary","Primary","Ovarian Cancer","Adenocarcinoma, serous",NA,"",NA,"","ovary","ovary_adenocarcinoma","serous","",0.481433888123074,NA,NA,NA,NA,NA
"1706","ACH-001398","SW156","SW156_KIDNEY","",1240220,"Male","ATCC",NA,NA,"","","","CVCL_1719","kidney","Primary","Kidney Cancer","Renal Cell Carcinoma",75,"SIDM01162",272,"","kidney","renal_cell_carcinoma","","",1.05635803632987,NA,NA,NA,NA,NA
"1707","ACH-001441","921","921_UVEA","",NA,"Female","Sigma-Aldrich",NA,NA,"","","","CVCL_8607","uvea","Metastasis","Eye Cancer","Uveal Melanoma",76,"",NA,"","eye","uveal_melanoma","","",1.51311835062679,NA,NA,NA,NA,NA
"1708","ACH-001453","BPH1","BPH1_PROSTATE","",924105,"Male","DSMZ",2,-3.47751874053222,"","","","CVCL_1091","prostate","Primary","Prostate Cancer","Prostate Hyperplasia",68,"SIDM00964",1223,"","prostate","prostate_hyperplasia","","",1.00812072734631,NA,NA,NA,NA,NA
"1709","ACH-001498","FARAGE","FARAGE_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","",1297449,"Female","ATCC",1,-3.6867817750835,"Suspension","RPMI 1640 + 10% FBS","60","CVCL_3302","lymph_node","Metastasis","Lymphoma","B-cell, Non-Hodgkins",NA,"SIDM00859",1772,"","lymphocyte","non_hodgkin_lymphoma","b_cell","",1.04104834554491,NA,1.60407132366886,NA,NA,NA
"1710","ACH-001528","IHH4","IHH4_THYROID","",1240154,"Male","JCRB",NA,NA,"","","","CVCL_2960","lymph_node","Metastasis","Thyroid Cancer","Carcinoma, papillary",75,"SIDM00600",331,"","thyroid","thyroid_carcinoma","papillary","",1.02610346123291,NA,NA,NA,NA,NA
"1711","ACH-001577","MUTZ8","MUTZ8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","",NA,"Female","DSMZ",2,-2.96521260615546,"Suspension","alpha-MEM + 20% FBS + 10 ng/ml GM-CSF or 20% vol conditioned medium of cell line 5637 (DSM ACC 35)","84","","haematopoietic_and_lymphoid_tissue","Primary","Leukemia","Acute Myelogenous Leukemia (AML)",63,"",NA,"","blood","AML","","",0.920655031974477,NA,NA,NA,0.273138974564848,0.000611175934422614
"1712","ACH-001613","OCIAML4","OCIAML4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","",NA,"Female","DSMZ",0,-2.98428333100576,"Suspension","alpha-MEM + 20% FBS + 20% vol conditioned medium of cell line 5637 (DSM ACC 35) (or 10-20 ng/ml GM-CSF)","23","","haematopoietic_and_lymphoid_tissue","Primary","Leukemia","Acute Myelogenous Leukemia (AML)",35,"",NA,"","blood","AML","","",0.97828394067097,NA,0.687060688339892,NA,NA,NA
"1713","ACH-001617","OCILY7","OCILY7_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","",1659819,"Male","DSMZ",NA,NA,"","","","CVCL_1881","haematopoietic_and_lymphoid_tissue","Primary","Lymphoma","Diffuse Large B-cell Lymphoma (DLBCL)",48,"SIDM00459",1606,"","lymphocyte","non_hodgkin_lymphoma","DLBCL","",1.05512034231139,NA,0.321928094887362,NA,NA,NA
"1714","ACH-001627","P4E6","P4E6_PROSTATE","",NA,"Male","Sigma-Aldrich",2,-5.86027075283883,"","","","","prostate","Primary","Prostate Cancer","Adenocarcinoma",NA,"",NA,"","prostate","prostate_adenocarcinoma","","",1.0244309193481,NA,NA,NA,NA,NA
"1715","ACH-001648","SHMAC4","SHMAC4_PROSTATE","",NA,"Unknown","Sigma-Aldrich",NA,NA,"","","","","prostate","Primary","Prostate Cancer","Adenocarcinoma",NA,"",NA,"","prostate","prostate_adenocarcinoma","","",1.02125074134663,NA,NA,NA,NA,NA
"1716","ACH-001649","SHMAC5","SHMAC5_PROSTATE","",NA,"Unknown","Sigma-Aldrich",NA,NA,"","","","","prostate","Primary","Prostate Cancer","Adenocarcinoma",NA,"",NA,"","prostate","prostate_adenocarcinoma","","",0.628054911645878,NA,NA,NA,NA,NA
"1717","ACH-001653","SKGT2","SKGT2_STOMACH","",1503364,"Male","Sigma-Aldrich",2,-4.75384196595368,"Adherent","RPMI 1640 + 10% FBS + 2mM Glutamine","91.2","CVCL_2194","stomach","Primary","Gastric Cancer","Adenocarcinoma",72,"SIDM00393",1868,"","gastric","gastric_adenocarcinoma","","",0.909599265378882,NA,1.40053792958373,NA,0.0414156627990069,0.00433290255761017
"1718","ACH-001670","TASK1","TASK1_CENTRAL_NERVOUS_SYSTEM","",NA,"Female","JCRB",NA,NA,"","","","CVCL_3177","central_nervous_system","Primary","Brain Cancer","Primitive Neuroectodermal Tumor (PNET)",21,"SIDM00026",NA,"","peripheral_nervous_system","PNET","","",0.79326188256125,NA,4.5341861390901,NA,NA,NA
